0,2648.238127
1,2381.173593
2,2142.151014
3,1928.225950
4,1736.763131
5,1565.403995
6,1412.037629
7,1274.774770
8,1151.924531
9,1041.973568
10,943.567442
11,855.493931
12,776.668097
13,706.118923
14,642.977350
15,586.465569
16,535.887446
17,490.619938
18,450.105424
19,413.844835
20,381.391502
21,352.345659
22,326.349516
23,303.082851
24,282.259064
25,263.621651
26,246.941039
27,232.011763
28,218.649929
29,206.690955
30,195.987538
31,186.407843
32,177.833879
33,170.160041
34,163.291817
35,157.144615
36,151.642727
37,146.718394
38,142.310973
39,138.366186
40,134.835458
41,131.675311
42,128.846833
43,126.315200
44,124.049241
45,122.021061
46,120.205694
47,118.580792
48,117.126357
49,115.824491
50,114.659172
51,113.616064
52,112.682333
53,111.846496
54,111.098273
55,110.428465
56,109.828838
57,109.292024
58,108.811425
59,108.381141
60,107.995887
61,107.650936
62,107.342056
63,107.065459
64,106.817755
65,106.595911
66,106.397212
67,106.219226
68,106.059780
69,105.916926
70,105.788923
71,105.674210
72,105.571393
73,105.479223
74,105.396581
75,105.322466
76,105.255985
77,105.196334
78,105.142798
79,105.094733
80,105.051566
81,105.012781
82,104.977920
83,104.946570
84,104.918362
85,104.892966
86,104.870088
87,104.849462
88,104.830852
89,104.814047
90,104.798858
91,104.785113
92,104.772662
93,104.761370
94,104.751113
95,104.741784
96,104.733285
97,104.725529
98,104.718438
99,104.711942
100,104.705979
101,104.700492
102,104.695432
103,104.690754
104,104.686418
105,104.682387
106,104.678631
107,104.675119
108,104.671827
109,104.668731
110,104.665810
111,104.663047
112,104.660425
113,104.657928
114,104.655544
115,104.653262
116,104.651069
117,104.648957
118,104.646918
119,104.644943
120,104.643026
121,104.641162
122,104.639343
123,104.637566
124,104.635827
125,104.634120
126,104.632444
127,104.630794
128,104.629168
129,104.627563
130,104.625978
131,104.624409
132,104.622856
133,104.621317
134,104.619790
135,104.618273
136,104.616767
137,104.615270
138,104.613780
139,104.612298
140,104.610822
141,104.609351
142,104.607886
143,104.606425
144,104.604968
145,104.603515
146,104.602065
147,104.600618
148,104.599174
149,104.597732
150,104.596292
151,104.594854
152,104.593418
153,104.591983
154,104.590549
155,104.589117
156,104.587686
157,104.586256
158,104.584827
159,104.583398
160,104.581971
161,104.580543
162,104.579117
163,104.577691
164,104.576265
165,104.574840
166,104.573415
167,104.571991
168,104.570567
169,104.569143
170,104.567720
171,104.566296
172,104.564873
173,104.563450
174,104.562027
175,104.560605
176,104.559182
177,104.557760
178,104.556338
179,104.554916
180,104.553494
181,104.552072
182,104.550650
183,104.549228
184,104.547807
185,104.546385
186,104.544964
187,104.543542
188,104.542121
189,104.540699
190,104.539278
191,104.537857
192,104.536436
193,104.535014
194,104.533593
195,104.532172
196,104.530751
197,104.529330
198,104.527909
199,104.526488
200,104.525067
201,104.523646
202,104.522226
203,104.520805
204,104.519384
205,104.517963
206,104.516543
207,104.515122
208,104.513701
209,104.512281
210,104.510860
211,104.509440
212,104.508019
213,104.506599
214,104.505178
215,104.503758
216,104.502337
217,104.500917
218,104.499497
219,104.498076
220,104.496656
221,104.495236
222,104.493816
223,104.492395
224,104.490975
225,104.489555
226,104.488135
227,104.486715
228,104.485295
229,104.483875
230,104.482455
231,104.481035
232,104.479615
233,104.478195
234,104.476775
235,104.475355
236,104.473935
237,104.472515
238,104.471096
239,104.469676
240,104.468256
241,104.466836
242,104.465417
243,104.463997
244,104.462577
245,104.461158
246,104.459738
247,104.458319
248,104.456899
249,104.455480
250,104.454060
251,104.452641
252,104.451221
