1,1751.198750
2,1373.248251
3,1076.869474
4,844.457353
5,662.206476
6,519.291038
7,407.221781
8,319.341727
9,250.430751
10,196.395501
11,154.026253
12,120.806245
13, 94.762188
14, 74.347040
15, 58.348115
16, 45.815033
17, 36.003253
18, 28.329809
19, 22.338611
20, 17.673201
21, 14.055306
22, 11.267791
23,  9.140878
24,  7.540735
25,  6.359870
26,  5.509411
27,  4.913845
28,  4.508673
29,  4.240291
30,  4.066418
31,  3.955653
32,  3.885919
33,  3.842355
34,  3.815264
35,  3.798455
36,  3.788026
37,  3.781544
38,  3.777497
39,  3.774951
40,  3.773329
41,  3.772276
42,  3.771574
43,  3.771086
44,  3.770731
45,  3.770458
46,  3.770234
47,  3.770042
48,  3.769868
49,  3.769706
50,  3.769551
51,  3.769401
52,  3.769253
53,  3.769107
54,  3.768962
55,  3.768818
56,  3.768674
57,  3.768530
58,  3.768386
59,  3.768243
60,  3.768099
61,  3.767956
62,  3.767813
63,  3.767669
64,  3.767526
65,  3.767383
66,  3.767239
67,  3.767096
68,  3.766953
69,  3.766809
70,  3.766666
71,  3.766523
72,  3.766379
73,  3.766236
74,  3.766093
75,  3.765950
76,  3.765806
77,  3.765663
78,  3.765520
79,  3.765377
80,  3.765233
81,  3.765090
82,  3.764947
83,  3.764804
84,  3.764660
85,  3.764517
86,  3.764374
87,  3.764231
88,  3.764088
89,  3.763944
90,  3.763801
91,  3.763658
92,  3.763515
93,  3.763372
94,  3.763228
95,  3.763085
96,  3.762942
97,  3.762799
98,  3.762656
99,  3.762513
100,  3.762370
101,  3.762226
102,  3.762083
103,  3.761940
104,  3.761797
105,  3.761654
106,  3.761511
107,  3.761368
108,  3.761225
109,  3.761082
110,  3.760939
111,  3.760795
112,  3.760652
113,  3.760509
114,  3.760366
115,  3.760223
116,  3.760080
117,  3.759937
118,  3.759794
119,  3.759651
120,  3.759508
121,  3.759365
122,  3.759222
123,  3.759079
124,  3.758936
125,  3.758793
126,  3.758650
127,  3.758507
128,  3.758364
129,  3.758221
130,  3.758078
131,  3.757935
132,  3.757792
133,  3.757649
134,  3.757506
135,  3.757363
136,  3.757220
137,  3.757077
138,  3.756935
139,  3.756792
140,  3.756649
141,  3.756506
142,  3.756363
143,  3.756220
144,  3.756077
145,  3.755934
146,  3.755791
147,  3.755648
148,  3.755506
149,  3.755363
150,  3.755220
151,  3.755077
152,  3.754934
153,  3.754791
154,  3.754648
155,  3.754506
156,  3.754363
157,  3.754220
158,  3.754077
159,  3.753934
160,  3.753791
161,  3.753649
162,  3.753506
163,  3.753363
164,  3.753220
165,  3.753078
166,  3.752935
167,  3.752792
168,  3.752649
169,  3.752506
170,  3.752364
171,  3.752221
172,  3.752078
173,  3.751935
174,  3.751793
175,  3.751650
176,  3.751507
177,  3.751365
178,  3.751222
179,  3.751079
180,  3.750936
181,  3.750794
182,  3.750651
183,  3.750508
184,  3.750366
185,  3.750223
186,  3.750080
187,  3.749938
188,  3.749795
189,  3.749652
190,  3.749510
191,  3.749367
192,  3.749225
193,  3.749082
194,  3.748939
195,  3.748797
196,  3.748654
197,  3.748511
198,  3.748369
199,  3.748226
200,  3.748084
201,  3.747941
202,  3.747798
203,  3.747656
204,  3.747513
205,  3.747371
206,  3.747228
207,  3.747086
208,  3.746943
209,  3.746801
210,  3.746658
211,  3.746516
212,  3.746373
213,  3.746230
214,  3.746088
215,  3.745945
216,  3.745803
217,  3.745660
218,  3.745518
219,  3.745375
220,  3.745233
221,  3.745090
222,  3.744948
223,  3.744806
224,  3.744663
225,  3.744521
226,  3.744378
227,  3.744236
228,  3.744093
229,  3.743951
230,  3.743808
231,  3.743666
232,  3.743524
233,  3.743381
234,  3.743239
235,  3.743096
236,  3.742954
237,  3.742812
238,  3.742669
239,  3.742527
